NomeDispositivo,DescricaoDispositivo,Voltagem,Status,Temperatura,ConsumoWatts,CustoConsumo
Máquina de Lavar,Eletrodoméstico de lavanderia,223.84,Ligado,21.07,501.84,11.45
Máquina de Lavar,Eletrodoméstico de lavanderia,223.82,Ligado,21.32,504.08,14.76
Ar Condicionado,Climatizador de ambiente,222.81,Desligado,23.33,2005.67,51.78
Geladeira,Eletrodoméstico de cozinha,219.62,Ligado,4.97,143.48,1.96
Geladeira,Eletrodoméstico de cozinha,217.33,Ligado,4.24,149.34,2.5
Máquina de Lavar,Eletrodoméstico de lavanderia,219.32,Ligado,21.02,492.89,5.71
Microondas,Aquecedor de alimentos,131.14,Ligado,35.69,1193.36,29.86
Máquina de Lavar,Eletrodoméstico de lavanderia,224.13,Ligado,18.84,492.33,7.72
Máquina de Lavar,Eletrodoméstico de lavanderia,223.86,Ligado,18.27,493.26,8.79
Televisão,Eletrônico de entretenimento,127.8,Ligado,29.65,109.14,2.37
Televisão,Eletrônico de entretenimento,130.47,Ligado,29.39,97.07,2.89
Máquina de Lavar,Eletrodoméstico de lavanderia,216.67,Ligado,21.61,502.52,6.3
Televisão,Eletrônico de entretenimento,127.12,Ligado,28.13,103.84,2.48
Televisão,Eletrônico de entretenimento,124.91,Ligado,30.83,108.73,1.36
Máquina de Lavar,Eletrodoméstico de lavanderia,219.49,Ligado,19.05,507.56,6.13
Máquina de Lavar,Eletrodoméstico de lavanderia,220.46,Ligado,20.88,498.96,14.2
Televisão,Eletrônico de entretenimento,126.21,Ligado,29.9,93.03,1.05
Microondas,Aquecedor de alimentos,131.82,Ligado,33.59,1194.51,28.93
Microondas,Aquecedor de alimentos,122.18,Ligado,35.41,1206.95,23.2
Televisão,Eletrônico de entretenimento,129.85,Ligado,31.9,100.92,2.39
Televisão,Eletrônico de entretenimento,126.64,Ligado,30.12,91.0,1.31
Geladeira,Eletrodoméstico de cozinha,222.31,Ligado,4.75,147.19,1.97
Microondas,Aquecedor de alimentos,125.47,Ligado,35.5,1195.86,23.73
Geladeira,Eletrodoméstico de cozinha,215.59,Ligado,2.24,156.64,3.71
Microondas,Aquecedor de alimentos,123.79,Ligado,34.48,1195.37,29.3
Máquina de Lavar,Eletrodoméstico de lavanderia,215.39,Ligado,18.92,499.28,9.98
Geladeira,Eletrodoméstico de cozinha,223.13,Ligado,4.79,149.78,2.49
Máquina de Lavar,Eletrodoméstico de lavanderia,223.48,Ligado,19.0,493.78,4.94
Máquina de Lavar,Eletrodoméstico de lavanderia,219.57,Ligado,21.99,498.46,11.27
Geladeira,Eletrodoméstico de cozinha,218.18,Ligado,3.87,143.95,3.28
Máquina de Lavar,Eletrodoméstico de lavanderia,221.47,Ligado,19.3,502.69,7.24
Máquina de Lavar,Eletrodoméstico de lavanderia,224.41,Ligado,18.36,507.08,12.01
Geladeira,Eletrodoméstico de cozinha,223.04,Ligado,4.37,146.01,2.94
Geladeira,Eletrodoméstico de cozinha,224.34,Ligado,4.77,150.09,4.47
Geladeira,Eletrodoméstico de cozinha,219.96,Ligado,4.52,146.32,2.78
Geladeira,Eletrodoméstico de cozinha,221.04,Ligado,5.04,146.51,4.14
Ar Condicionado,Climatizador de ambiente,224.19,Desligado,24.69,1997.54,43.76
Microondas,Aquecedor de alimentos,130.65,Ligado,36.86,1190.15,16.97
Máquina de Lavar,Eletrodoméstico de lavanderia,224.82,Ligado,20.82,495.49,14.1
Geladeira,Eletrodoméstico de cozinha,215.54,Ligado,5.24,150.46,4.04
Microondas,Aquecedor de alimentos,128.37,Ligado,34.43,1203.22,20.21
Ar Condicionado,Climatizador de ambiente,215.19,Desligado,24.27,1998.75,34.19
Geladeira,Eletrodoméstico de cozinha,219.09,Ligado,2.36,143.31,1.96
Geladeira,Eletrodoméstico de cozinha,216.35,Ligado,3.68,145.18,3.42
Geladeira,Eletrodoméstico de cozinha,224.45,Ligado,5.07,159.9,3.47
Televisão,Eletrônico de entretenimento,122.62,Ligado,31.59,90.63,1.5
Microondas,Aquecedor de alimentos,129.75,Ligado,36.82,1190.75,33.63
Geladeira,Eletrodoméstico de cozinha,222.6,Ligado,4.57,159.64,3.34
Geladeira,Eletrodoméstico de cozinha,220.23,Ligado,4.46,146.39,2.05
Geladeira,Eletrodoméstico de cozinha,219.27,Ligado,3.23,158.61,3.64
Ar Condicionado,Climatizador de ambiente,222.28,Desligado,23.71,2003.17,44.76
Máquina de Lavar,Eletrodoméstico de lavanderia,219.02,Ligado,20.16,491.76,8.93
Geladeira,Eletrodoméstico de cozinha,217.41,Ligado,3.5,152.47,4.44
Geladeira,Eletrodoméstico de cozinha,217.34,Ligado,4.72,155.83,1.96
Televisão,Eletrônico de entretenimento,128.63,Ligado,28.78,100.92,2.83
Máquina de Lavar,Eletrodoméstico de lavanderia,220.79,Ligado,18.55,492.34,10.57
Ar Condicionado,Climatizador de ambiente,218.79,Desligado,22.6,1996.64,55.22
Geladeira,Eletrodoméstico de cozinha,216.62,Ligado,5.02,157.77,3.33
Televisão,Eletrônico de entretenimento,126.89,Ligado,31.92,90.08,1.1
Máquina de Lavar,Eletrodoméstico de lavanderia,221.61,Ligado,20.8,498.17,5.33
Geladeira,Eletrodoméstico de cozinha,220.57,Ligado,4.66,154.98,2.83
Ar Condicionado,Climatizador de ambiente,216.22,Desligado,22.32,2002.37,53.15
Geladeira,Eletrodoméstico de cozinha,223.99,Ligado,5.74,147.2,4.04
Microondas,Aquecedor de alimentos,122.46,Ligado,33.28,1202.12,28.9
Ar Condicionado,Climatizador de ambiente,219.81,Desligado,25.06,1991.54,32.38
Ar Condicionado,Climatizador de ambiente,224.89,Desligado,22.99,1998.08,58.96
Ar Condicionado,Climatizador de ambiente,218.26,Desligado,24.9,2005.18,23.91
Geladeira,Eletrodoméstico de cozinha,222.44,Ligado,3.33,146.18,3.86
Ar Condicionado,Climatizador de ambiente,216.98,Desligado,22.38,2007.94,57.59
Televisão,Eletrônico de entretenimento,130.86,Ligado,29.15,103.56,1.87
Máquina de Lavar,Eletrodoméstico de lavanderia,222.86,Ligado,21.36,498.12,14.88
Geladeira,Eletrodoméstico de cozinha,217.69,Ligado,3.26,154.42,2.36
Geladeira,Eletrodoméstico de cozinha,218.73,Ligado,3.94,151.94,2.72
Televisão,Eletrônico de entretenimento,129.32,Ligado,31.84,91.72,1.05
Ar Condicionado,Climatizador de ambiente,223.52,Desligado,24.2,2008.14,23.98
Microondas,Aquecedor de alimentos,128.61,Ligado,34.68,1206.63,31.63
Televisão,Eletrônico de entretenimento,130.52,Ligado,29.29,95.06,2.28
Televisão,Eletrônico de entretenimento,131.27,Ligado,29.55,98.95,1.68
Geladeira,Eletrodoméstico de cozinha,224.33,Ligado,3.81,142.33,4.21
Geladeira,Eletrodoméstico de cozinha,216.14,Ligado,5.43,156.6,4.08
Máquina de Lavar,Eletrodoméstico de lavanderia,215.68,Ligado,20.99,502.5,7.83
Máquina de Lavar,Eletrodoméstico de lavanderia,221.56,Ligado,21.81,503.9,8.66
Geladeira,Eletrodoméstico de cozinha,220.08,Ligado,5.54,142.19,3.07
Televisão,Eletrônico de entretenimento,122.95,Ligado,29.98,91.18,2.04
Televisão,Eletrônico de entretenimento,129.27,Ligado,30.67,102.37,1.39
Ar Condicionado,Climatizador de ambiente,224.73,Desligado,22.92,1992.19,34.58
Máquina de Lavar,Eletrodoméstico de lavanderia,223.53,Ligado,18.31,499.32,12.76
Máquina de Lavar,Eletrodoméstico de lavanderia,224.94,Ligado,20.05,508.02,8.28
Máquina de Lavar,Eletrodoméstico de lavanderia,219.36,Ligado,18.82,490.04,11.25
Máquina de Lavar,Eletrodoméstico de lavanderia,221.4,Ligado,21.36,509.69,6.4
Televisão,Eletrônico de entretenimento,128.77,Ligado,30.93,100.34,2.26
Ar Condicionado,Climatizador de ambiente,215.11,Desligado,22.95,2006.21,21.15
Ar Condicionado,Climatizador de ambiente,220.37,Desligado,23.52,2006.5,58.61
Ar Condicionado,Climatizador de ambiente,220.83,Desligado,25.24,2003.08,51.51
Ar Condicionado,Climatizador de ambiente,222.18,Desligado,23.74,2008.57,43.61
Ar Condicionado,Climatizador de ambiente,222.24,Desligado,24.72,1997.09,53.24
Ar Condicionado,Climatizador de ambiente,215.65,Desligado,22.36,1990.24,48.71
Ar Condicionado,Climatizador de ambiente,221.67,Desligado,24.07,1990.5,55.86
Televisão,Eletrônico de entretenimento,122.53,Ligado,28.98,108.05,1.26
Microondas,Aquecedor de alimentos,123.57,Ligado,34.42,1198.21,24.33
Geladeira,Eletrodoméstico de cozinha,216.91,Ligado,2.3,150.88,3.02
Geladeira,Eletrodoméstico de cozinha,221.62,Ligado,4.4,144.16,4.11
Microondas,Aquecedor de alimentos,131.46,Ligado,36.22,1204.91,21.5
Geladeira,Eletrodoméstico de cozinha,217.87,Ligado,3.05,151.01,2.55
Geladeira,Eletrodoméstico de cozinha,224.11,Ligado,4.63,157.43,4.03
Geladeira,Eletrodoméstico de cozinha,221.75,Ligado,2.51,154.21,2.8
Máquina de Lavar,Eletrodoméstico de lavanderia,224.81,Ligado,20.46,493.77,5.08
Televisão,Eletrônico de entretenimento,129.29,Ligado,28.23,105.04,1.97
Geladeira,Eletrodoméstico de cozinha,223.75,Ligado,5.52,148.49,2.29
Televisão,Eletrônico de entretenimento,131.55,Ligado,31.45,104.81,3.12
Microondas,Aquecedor de alimentos,122.76,Ligado,35.35,1190.32,24.48
Televisão,Eletrônico de entretenimento,128.61,Ligado,31.68,92.14,1.43
Geladeira,Eletrodoméstico de cozinha,215.33,Ligado,4.94,140.35,2.65
Ar Condicionado,Climatizador de ambiente,215.52,Desligado,22.07,1992.63,23.36
Televisão,Eletrônico de entretenimento,126.43,Ligado,29.39,101.98,2.03
Máquina de Lavar,Eletrodoméstico de lavanderia,215.21,Ligado,18.62,503.31,9.46
Máquina de Lavar,Eletrodoméstico de lavanderia,224.05,Ligado,20.62,507.31,12.83
Ar Condicionado,Climatizador de ambiente,222.24,Desligado,23.82,1996.46,28.17
Geladeira,Eletrodoméstico de cozinha,222.39,Ligado,5.89,150.9,2.97
Ar Condicionado,Climatizador de ambiente,223.81,Desligado,22.47,1994.91,51.38
Máquina de Lavar,Eletrodoméstico de lavanderia,217.47,Ligado,20.0,494.23,10.8
Geladeira,Eletrodoméstico de cozinha,219.31,Ligado,3.16,147.28,2.37
Microondas,Aquecedor de alimentos,122.39,Ligado,33.37,1195.02,26.01
Geladeira,Eletrodoméstico de cozinha,218.55,Ligado,4.61,141.55,1.61
Máquina de Lavar,Eletrodoméstico de lavanderia,221.33,Ligado,21.16,490.41,11.22
Ar Condicionado,Climatizador de ambiente,222.84,Desligado,25.78,1990.69,44.74
Microondas,Aquecedor de alimentos,125.77,Ligado,36.04,1202.02,18.83
Televisão,Eletrônico de entretenimento,131.39,Ligado,29.62,103.11,1.9
Ar Condicionado,Climatizador de ambiente,223.15,Desligado,23.19,1992.46,39.49
Máquina de Lavar,Eletrodoméstico de lavanderia,224.58,Ligado,20.83,507.96,11.19
Ar Condicionado,Climatizador de ambiente,221.77,Desligado,25.53,1997.68,30.37
Geladeira,Eletrodoméstico de cozinha,224.58,Ligado,6.0,146.45,3.26
Ar Condicionado,Climatizador de ambiente,219.79,Desligado,23.55,1991.39,55.56
Televisão,Eletrônico de entretenimento,130.01,Ligado,28.55,94.14,2.16
Ar Condicionado,Climatizador de ambiente,222.78,Desligado,25.01,1996.24,20.41
Ar Condicionado,Climatizador de ambiente,220.0,Desligado,23.09,1999.19,29.38
Microondas,Aquecedor de alimentos,130.32,Ligado,34.3,1209.57,26.7
Televisão,Eletrônico de entretenimento,130.88,Ligado,31.22,92.73,2.42
Geladeira,Eletrodoméstico de cozinha,223.46,Ligado,2.02,154.59,2.09
Máquina de Lavar,Eletrodoméstico de lavanderia,223.18,Ligado,21.75,500.85,5.98
Máquina de Lavar,Eletrodoméstico de lavanderia,224.94,Ligado,20.42,509.4,5.71
Máquina de Lavar,Eletrodoméstico de lavanderia,222.83,Ligado,19.93,496.77,9.09
Televisão,Eletrônico de entretenimento,127.49,Ligado,29.13,91.71,1.35
Máquina de Lavar,Eletrodoméstico de lavanderia,217.85,Ligado,21.56,507.42,7.25
Microondas,Aquecedor de alimentos,131.83,Ligado,33.12,1204.18,22.32
Geladeira,Eletrodoméstico de cozinha,223.15,Ligado,5.9,150.64,3.24
Máquina de Lavar,Eletrodoméstico de lavanderia,219.83,Ligado,21.23,500.74,11.17
Microondas,Aquecedor de alimentos,127.62,Ligado,36.81,1199.69,15.44
Ar Condicionado,Climatizador de ambiente,219.53,Desligado,25.86,1993.9,42.64
Geladeira,Eletrodoméstico de cozinha,219.7,Ligado,3.27,143.9,2.52
Televisão,Eletrônico de entretenimento,131.66,Ligado,29.08,108.01,3.09
Máquina de Lavar,Eletrodoméstico de lavanderia,222.23,Ligado,20.85,497.01,6.07
Ar Condicionado,Climatizador de ambiente,222.84,Desligado,25.11,2000.51,48.37
Máquina de Lavar,Eletrodoméstico de lavanderia,223.58,Ligado,19.82,509.19,12.15
Televisão,Eletrônico de entretenimento,131.09,Ligado,29.88,103.25,1.65
Máquina de Lavar,Eletrodoméstico de lavanderia,224.07,Ligado,21.61,490.23,5.8
Geladeira,Eletrodoméstico de cozinha,224.67,Ligado,3.48,144.5,2.76
Microondas,Aquecedor de alimentos,124.17,Ligado,33.89,1199.1,24.78
Geladeira,Eletrodoméstico de cozinha,219.28,Ligado,3.53,141.25,1.54
Microondas,Aquecedor de alimentos,128.79,Ligado,36.6,1199.71,29.34
Geladeira,Eletrodoméstico de cozinha,215.26,Ligado,5.53,159.0,2.98
Microondas,Aquecedor de alimentos,130.63,Ligado,36.56,1200.91,27.2
Máquina de Lavar,Eletrodoméstico de lavanderia,220.21,Ligado,18.75,505.27,6.21
Microondas,Aquecedor de alimentos,127.57,Ligado,36.49,1199.83,34.5
Ar Condicionado,Climatizador de ambiente,218.78,Desligado,25.29,1992.13,38.1
Microondas,Aquecedor de alimentos,130.55,Ligado,36.66,1204.33,33.61
Ar Condicionado,Climatizador de ambiente,221.48,Desligado,23.63,2000.02,34.16
Televisão,Eletrônico de entretenimento,131.22,Ligado,28.41,107.38,2.63
Televisão,Eletrônico de entretenimento,126.91,Ligado,31.56,99.39,1.65
Máquina de Lavar,Eletrodoméstico de lavanderia,219.58,Ligado,21.22,503.1,12.21
Geladeira,Eletrodoméstico de cozinha,222.11,Ligado,3.9,155.97,1.97
Microondas,Aquecedor de alimentos,127.96,Ligado,34.11,1197.2,21.14
Televisão,Eletrônico de entretenimento,127.74,Ligado,29.5,90.63,1.9
Microondas,Aquecedor de alimentos,127.75,Ligado,34.95,1190.99,26.6
Máquina de Lavar,Eletrodoméstico de lavanderia,218.22,Ligado,20.04,508.25,6.11
Geladeira,Eletrodoméstico de cozinha,218.16,Ligado,4.67,159.08,3.57
Geladeira,Eletrodoméstico de cozinha,222.2,Ligado,5.59,147.88,3.92
Geladeira,Eletrodoméstico de cozinha,216.53,Ligado,2.31,151.54,3.66
Ar Condicionado,Climatizador de ambiente,215.09,Desligado,25.73,1995.49,34.11
Máquina de Lavar,Eletrodoméstico de lavanderia,219.79,Ligado,21.66,506.15,10.17
Ar Condicionado,Climatizador de ambiente,217.45,Desligado,24.55,2005.42,27.08
Televisão,Eletrônico de entretenimento,126.86,Ligado,28.04,103.82,1.52
Microondas,Aquecedor de alimentos,128.03,Ligado,33.48,1197.96,19.4
Microondas,Aquecedor de alimentos,129.16,Ligado,36.49,1192.53,21.1
Ar Condicionado,Climatizador de ambiente,219.07,Desligado,25.07,1996.92,56.07
Ar Condicionado,Climatizador de ambiente,220.88,Desligado,22.03,1998.53,41.9
Microondas,Aquecedor de alimentos,131.71,Ligado,35.07,1193.33,16.27
Ar Condicionado,Climatizador de ambiente,218.63,Desligado,22.62,1994.82,45.02
Microondas,Aquecedor de alimentos,129.76,Ligado,35.58,1194.02,17.0
Ar Condicionado,Climatizador de ambiente,217.21,Desligado,24.44,1994.95,53.29
Microondas,Aquecedor de alimentos,124.45,Ligado,35.29,1202.18,19.83
Geladeira,Eletrodoméstico de cozinha,221.8,Ligado,3.96,150.52,2.56
Máquina de Lavar,Eletrodoméstico de lavanderia,223.9,Ligado,19.48,505.09,12.4
Televisão,Eletrônico de entretenimento,129.62,Ligado,31.26,104.39,1.25
Máquina de Lavar,Eletrodoméstico de lavanderia,222.17,Ligado,21.86,503.64,11.67
Ar Condicionado,Climatizador de ambiente,221.77,Desligado,22.17,1999.05,55.14
Televisão,Eletrônico de entretenimento,128.78,Ligado,29.25,95.04,2.77
Microondas,Aquecedor de alimentos,128.7,Ligado,36.01,1206.45,35.21
Ar Condicionado,Climatizador de ambiente,221.32,Desligado,24.55,2002.68,53.26
Ar Condicionado,Climatizador de ambiente,224.06,Desligado,23.53,2002.99,49.48
Ar Condicionado,Climatizador de ambiente,223.16,Desligado,24.57,1990.44,25.73
Máquina de Lavar,Eletrodoméstico de lavanderia,220.69,Ligado,20.97,503.4,11.5
Televisão,Eletrônico de entretenimento,124.19,Ligado,28.16,95.14,1.91
Ar Condicionado,Climatizador de ambiente,224.92,Desligado,22.11,2002.63,54.38
Microondas,Aquecedor de alimentos,128.31,Ligado,35.65,1195.97,18.55
Microondas,Aquecedor de alimentos,125.66,Ligado,36.41,1208.12,18.42
Máquina de Lavar,Eletrodoméstico de lavanderia,217.28,Ligado,18.17,499.53,14.01
Geladeira,Eletrodoméstico de cozinha,217.88,Ligado,3.01,153.32,3.67
Microondas,Aquecedor de alimentos,126.12,Ligado,36.1,1205.23,18.35
Ar Condicionado,Climatizador de ambiente,224.26,Desligado,22.89,2008.19,40.88
Televisão,Eletrônico de entretenimento,125.76,Ligado,28.36,103.87,2.01
Máquina de Lavar,Eletrodoméstico de lavanderia,223.36,Ligado,20.16,497.65,5.2
Televisão,Eletrônico de entretenimento,125.09,Ligado,31.57,105.78,1.61
Geladeira,Eletrodoméstico de cozinha,222.34,Ligado,4.99,157.69,3.84
Ar Condicionado,Climatizador de ambiente,218.05,Desligado,25.23,2008.09,41.87
Máquina de Lavar,Eletrodoméstico de lavanderia,222.52,Ligado,20.72,505.95,7.22
Televisão,Eletrônico de entretenimento,128.99,Ligado,30.09,104.68,1.24
Geladeira,Eletrodoméstico de cozinha,220.83,Ligado,2.07,145.21,3.56
Televisão,Eletrônico de entretenimento,131.32,Ligado,28.77,97.2,1.41
Microondas,Aquecedor de alimentos,129.14,Ligado,35.64,1204.3,33.67
Microondas,Aquecedor de alimentos,126.51,Ligado,35.03,1201.29,35.8
Máquina de Lavar,Eletrodoméstico de lavanderia,219.9,Ligado,21.68,492.56,6.42
Ar Condicionado,Climatizador de ambiente,215.15,Desligado,22.19,2002.14,44.68
Máquina de Lavar,Eletrodoméstico de lavanderia,221.74,Ligado,20.77,493.35,6.69
Microondas,Aquecedor de alimentos,123.32,Ligado,35.44,1191.35,14.46
Máquina de Lavar,Eletrodoméstico de lavanderia,217.0,Ligado,18.26,497.72,7.78
Máquina de Lavar,Eletrodoméstico de lavanderia,222.87,Ligado,18.02,496.34,10.87
Ar Condicionado,Climatizador de ambiente,219.14,Desligado,23.78,2004.92,34.9
Máquina de Lavar,Eletrodoméstico de lavanderia,219.34,Ligado,21.41,490.25,8.29
Ar Condicionado,Climatizador de ambiente,223.74,Desligado,22.11,1997.53,51.91
Máquina de Lavar,Eletrodoméstico de lavanderia,215.39,Ligado,21.58,503.2,12.13
Geladeira,Eletrodoméstico de cozinha,220.2,Ligado,5.66,140.44,1.6
Geladeira,Eletrodoméstico de cozinha,222.22,Ligado,5.77,155.39,2.55
Ar Condicionado,Climatizador de ambiente,218.34,Desligado,22.62,1994.66,40.64
Microondas,Aquecedor de alimentos,127.91,Ligado,36.4,1202.96,28.14
Geladeira,Eletrodoméstico de cozinha,218.08,Ligado,3.07,159.63,2.96
Máquina de Lavar,Eletrodoméstico de lavanderia,222.3,Ligado,20.04,493.59,13.35
Microondas,Aquecedor de alimentos,131.0,Ligado,33.37,1205.05,29.71
Microondas,Aquecedor de alimentos,123.63,Ligado,35.19,1199.68,16.04
Máquina de Lavar,Eletrodoméstico de lavanderia,217.16,Ligado,20.28,506.48,5.77
Ar Condicionado,Climatizador de ambiente,219.33,Desligado,25.17,1997.75,30.68
Ar Condicionado,Climatizador de ambiente,221.38,Desligado,25.33,2001.74,50.14
Máquina de Lavar,Eletrodoméstico de lavanderia,216.46,Ligado,21.18,507.79,14.1
Máquina de Lavar,Eletrodoméstico de lavanderia,223.15,Ligado,21.23,506.8,5.86
Microondas,Aquecedor de alimentos,122.25,Ligado,33.06,1193.13,16.24
Microondas,Aquecedor de alimentos,131.69,Ligado,33.42,1208.76,20.71
Geladeira,Eletrodoméstico de cozinha,221.71,Ligado,3.83,149.65,1.92
Televisão,Eletrônico de entretenimento,123.29,Ligado,29.75,90.29,1.43
Geladeira,Eletrodoméstico de cozinha,222.07,Ligado,3.85,146.7,2.93
Máquina de Lavar,Eletrodoméstico de lavanderia,217.64,Ligado,19.0,496.71,9.71
Televisão,Eletrônico de entretenimento,126.34,Ligado,28.84,104.33,2.4
Geladeira,Eletrodoméstico de cozinha,224.39,Ligado,3.79,146.14,3.61
Televisão,Eletrônico de entretenimento,130.16,Ligado,30.82,100.78,1.81
Microondas,Aquecedor de alimentos,130.91,Ligado,33.48,1207.91,32.73
Geladeira,Eletrodoméstico de cozinha,223.69,Ligado,5.02,158.51,3.75
Televisão,Eletrônico de entretenimento,127.16,Ligado,30.76,96.83,1.41
Microondas,Aquecedor de alimentos,125.4,Ligado,33.17,1208.04,32.98
Televisão,Eletrônico de entretenimento,131.99,Ligado,30.08,90.41,1.53
Máquina de Lavar,Eletrodoméstico de lavanderia,218.63,Ligado,18.8,498.19,13.51
Máquina de Lavar,Eletrodoméstico de lavanderia,217.72,Ligado,20.66,504.46,11.74
Ar Condicionado,Climatizador de ambiente,217.38,Desligado,23.73,1990.59,34.48
Geladeira,Eletrodoméstico de cozinha,215.68,Ligado,3.55,150.66,3.83
Microondas,Aquecedor de alimentos,127.24,Ligado,36.45,1206.77,36.05
Geladeira,Eletrodoméstico de cozinha,224.23,Ligado,4.13,149.01,3.5
Geladeira,Eletrodoméstico de cozinha,222.97,Ligado,4.43,158.91,1.62
Ar Condicionado,Climatizador de ambiente,216.15,Desligado,23.03,2001.56,47.42
Geladeira,Eletrodoméstico de cozinha,220.97,Ligado,5.41,145.68,1.63
Geladeira,Eletrodoméstico de cozinha,216.92,Ligado,4.9,148.64,1.82
Microondas,Aquecedor de alimentos,125.33,Ligado,33.86,1194.2,17.86
Geladeira,Eletrodoméstico de cozinha,224.48,Ligado,4.67,147.13,2.67
Geladeira,Eletrodoméstico de cozinha,224.97,Ligado,2.83,158.49,3.7
Microondas,Aquecedor de alimentos,126.39,Ligado,36.6,1196.86,14.35
Geladeira,Eletrodoméstico de cozinha,219.2,Ligado,2.16,148.03,2.66
Geladeira,Eletrodoméstico de cozinha,220.85,Ligado,3.23,157.19,4.18
Ar Condicionado,Climatizador de ambiente,219.21,Desligado,24.72,2003.94,50.85
Microondas,Aquecedor de alimentos,128.21,Ligado,36.25,1201.78,29.16
Máquina de Lavar,Eletrodoméstico de lavanderia,218.05,Ligado,21.09,507.74,14.4
Geladeira,Eletrodoméstico de cozinha,221.27,Ligado,4.53,149.52,3.59
Ar Condicionado,Climatizador de ambiente,215.89,Desligado,24.05,1998.36,50.73
